reaction_id,reaction_name,subsystem,gpr,off_in_n,conditions,off_genes,wt_flux,aerobic_glucose,anaerobic_glucose,aerobic_glucose_acetate,aerobic_glucose_lactose
MLTG3,Maltodextrin glucosidase (maltopentaose),Other metabolism,b0403,4,aerobic_glucose; aerobic_glucose_acetate; aerobic_glucose_lactose; anaerobic_glucose,b0403,0.0,1,1,1,1
MLTG4,Maltodextrin glucosidase (maltohexaose),Other metabolism,b0403,4,aerobic_glucose; aerobic_glucose_acetate; aerobic_glucose_lactose; anaerobic_glucose,b0403,0.0,1,1,1,1
MLTG5,Maltodextrin glucosidase (maltoheptaose),Glyoxylate / Acetate,b0403,4,aerobic_glucose; aerobic_glucose_acetate; aerobic_glucose_lactose; anaerobic_glucose,b0403,0.0,1,1,1,1
MLTP1,Maltodextrin phosphorylase (maltopentaose),Other metabolism,b3417,4,aerobic_glucose; aerobic_glucose_acetate; aerobic_glucose_lactose; anaerobic_glucose,b3417,0.0,1,1,1,1
MLTP2,Maltodextrin phosphorylase (maltohexaose),Other metabolism,b3417,4,aerobic_glucose; aerobic_glucose_acetate; aerobic_glucose_lactose; anaerobic_glucose,b3417,0.0,1,1,1,1
MLTP3,Maltodextrin phosphorylase (maltoheptaose),Glyoxylate / Acetate,b3417,4,aerobic_glucose; aerobic_glucose_acetate; aerobic_glucose_lactose; anaerobic_glucose,b3417,0.0,1,1,1,1
MNNH,D-mannonate hydrolyase,Amino acid catabolism,b4322,4,aerobic_glucose; aerobic_glucose_acetate; aerobic_glucose_lactose; anaerobic_glucose,b4322,0.0,1,1,1,1
MNt2pp,Manganese (Mn+2) transport in via proton symport (periplasm),Transport / Ion channels,b2392,4,aerobic_glucose; aerobic_glucose_acetate; aerobic_glucose_lactose; anaerobic_glucose,b2392,0.0,1,1,1,1
MOCOS,Molybdenum cofactor synthase,Other metabolism,b0827,4,aerobic_glucose; aerobic_glucose_acetate; aerobic_glucose_lactose; anaerobic_glucose,b0827,0.0,1,1,1,1
MPTSS,Molybdopterin synthase sulfurylase,Cofactor biosynthesis,b0826,4,aerobic_glucose; aerobic_glucose_acetate; aerobic_glucose_lactose; anaerobic_glucose,b0826,0.0,1,1,1,1
NAMNPP,Nicotinic acid mononucleotide pyrophosphorylase,Nucleotide metabolism,b0931,4,aerobic_glucose; aerobic_glucose_acetate; aerobic_glucose_lactose; anaerobic_glucose,b0931,0.0,1,1,1,1
NAt3_2pp,Sodium proton antiporter (H:NA is 2) (periplasm),Transport / Ion channels,b0019,4,aerobic_glucose; aerobic_glucose_acetate; aerobic_glucose_lactose; anaerobic_glucose,b0019,0.0,1,1,1,1
NNDMBRT,Nicotinate-nucleotide dimethylbenzimidazole phosphoribosyltransferase,Nucleotide metabolism,b1991,4,aerobic_glucose; aerobic_glucose_acetate; aerobic_glucose_lactose; anaerobic_glucose,b1991,0.0,1,1,1,1
NTP3pp,Nucleoside-triphosphatase (GTP) (periplasm),Nucleotide metabolism,b0980,4,aerobic_glucose; aerobic_glucose_acetate; aerobic_glucose_lactose; anaerobic_glucose,b0980,0.0,1,1,1,1
NTP5,Nucleoside-triphosphatase (CTP),Nucleotide metabolism,b4161,4,aerobic_glucose; aerobic_glucose_acetate; aerobic_glucose_lactose; anaerobic_glucose,b4161,0.0,1,1,1,1
OCDCAtexi,Octadecanoate transport via facilitated irreversible diffusion (extracellular to periplasm),Transport / Ion channels,b2344,4,aerobic_glucose; aerobic_glucose_acetate; aerobic_glucose_lactose; anaerobic_glucose,b2344,0.0,1,1,1,1
OCDCEAtexi,Octadecenoate (n-C18:1) transport via facilitated irreversible diffusion (extracellular to periplasm),Transport / Ion channels,b2344,4,aerobic_glucose; aerobic_glucose_acetate; aerobic_glucose_lactose; anaerobic_glucose,b2344,0.0,1,1,1,1
OHPHM,2-octaprenyl-6-hydroxyphenol methylase,Other metabolism,b2232,4,aerobic_glucose; aerobic_glucose_acetate; aerobic_glucose_lactose; anaerobic_glucose,b2232,-0.0,1,1,1,1
OP4ENH,2-oxopent-4-enoate hydratase,Other metabolism,b0350,4,aerobic_glucose; aerobic_glucose_acetate; aerobic_glucose_lactose; anaerobic_glucose,b0350,0.0,1,1,1,1
OROTt2_2pp,Orotate transport via proton symport (2 H) (periplasm),Transport / Ion channels,b3528,4,aerobic_glucose; aerobic_glucose_acetate; aerobic_glucose_lactose; anaerobic_glucose,b3528,0.0,1,1,1,1
OXCDC,Oxalyl-CoA decarboxylase,Amino acid catabolism,b2373,4,aerobic_glucose; aerobic_glucose_acetate; aerobic_glucose_lactose; anaerobic_glucose,b2373,0.0,1,1,1,1
P5CD,1-pyrroline-5-carboxylate dehydrogenase,Other metabolism,b1014,4,aerobic_glucose; aerobic_glucose_acetate; aerobic_glucose_lactose; anaerobic_glucose,b1014,0.0,1,1,1,1
PAI2T,"3-hydroxy-2,4-pentadione 5-phosphate thiolase",Inorganic ion metabolism,b1517,4,aerobic_glucose; aerobic_glucose_acetate; aerobic_glucose_lactose; anaerobic_glucose,b1517,0.00031,1,1,1,1
PEAMNOpp,Phenethylamine oxidase,Oxidative phosphorylation,b1386,4,aerobic_glucose; aerobic_glucose_acetate; aerobic_glucose_lactose; anaerobic_glucose,b1386,0.0,1,1,1,1
PHYTSpp,Phytase (periplasm),Other metabolism,b0980,4,aerobic_glucose; aerobic_glucose_acetate; aerobic_glucose_lactose; anaerobic_glucose,b0980,0.0,1,1,1,1
POAACR,Peroxyaminoacrylate reductase,Oxidative phosphorylation,b1010,4,aerobic_glucose; aerobic_glucose_acetate; aerobic_glucose_lactose; anaerobic_glucose,b1010,0.0,1,1,1,1
POX,Pyruvate oxidase,Oxidative phosphorylation,b0871,4,aerobic_glucose; aerobic_glucose_acetate; aerobic_glucose_lactose; anaerobic_glucose,b0871,0.0,1,1,1,1
PPAt4pp,Na+/Propionate symporter (periplasm),Transport / Ion channels,b1015,4,aerobic_glucose; aerobic_glucose_acetate; aerobic_glucose_lactose; anaerobic_glucose,b1015,0.0,1,1,1,1
PPM,Phosphopentomutase,Other metabolism,b4383,4,aerobic_glucose; aerobic_glucose_acetate; aerobic_glucose_lactose; anaerobic_glucose,b4383,-0.64617,1,1,1,1
PPM2,Phosphopentomutase 2 (deoxyribose),Nucleotide metabolism,b4383,4,aerobic_glucose; aerobic_glucose_acetate; aerobic_glucose_lactose; anaerobic_glucose,b4383,0.0,1,1,1,1
PPTHpp,Phosphonate hydrogenase (periplasm),Other metabolism,b0383,4,aerobic_glucose; aerobic_glucose_acetate; aerobic_glucose_lactose; anaerobic_glucose,b0383,0.0,1,1,1,1
PRCPD,"5-phospho-?-D-ribosyl 1,2-cyclic phosphate phosphodiesterase",Inorganic ion metabolism,b4092,4,aerobic_glucose; aerobic_glucose_acetate; aerobic_glucose_lactose; anaerobic_glucose,b4092,0.0,1,1,1,1
PROD3,Proline dehydrogenase (q8),Amino acid biosynthesis,b1014,4,aerobic_glucose; aerobic_glucose_acetate; aerobic_glucose_lactose; anaerobic_glucose,b1014,0.0,1,1,1,1
PROt4pp,Na+/Proline-L symporter (periplasm),Transport / Ion channels,b1015,4,aerobic_glucose; aerobic_glucose_acetate; aerobic_glucose_lactose; anaerobic_glucose,b1015,0.0036,1,1,1,1
PSCLYSt2pp,Psicoselysine transport via proton symport (periplasm),Transport / Ion channels,b3370,4,aerobic_glucose; aerobic_glucose_acetate; aerobic_glucose_lactose; anaerobic_glucose,b3370,0.0,1,1,1,1
PSURIK,Pseudouridine kinase,Nucleotide metabolism,b2166,4,aerobic_glucose; aerobic_glucose_acetate; aerobic_glucose_lactose; anaerobic_glucose,b2166,0.0,1,1,1,1
PUNP1,Purine-nucleoside phosphorylase (Adenosine),Nucleotide metabolism,b4384,4,aerobic_glucose; aerobic_glucose_acetate; aerobic_glucose_lactose; anaerobic_glucose,b4384,-0.00047,1,1,1,1
PUNP2,Purine-nucleoside phosphorylase (Deoxyadenosine),Nucleotide metabolism,b4384,4,aerobic_glucose; aerobic_glucose_acetate; aerobic_glucose_lactose; anaerobic_glucose,b4384,0.0,1,1,1,1
PUNP7,Purine-nucleoside phosphorylase (Xanthosine),Nucleotide metabolism,b2407,4,aerobic_glucose; aerobic_glucose_acetate; aerobic_glucose_lactose; anaerobic_glucose,b2407,0.0,1,1,1,1
R15BPK,"Ribose-1,5-bisphosphokinase",Other metabolism,b4094,4,aerobic_glucose; aerobic_glucose_acetate; aerobic_glucose_lactose; anaerobic_glucose,b4094,0.64571,1,1,1,1
RBK,Ribokinase,Other metabolism,b3752,4,aerobic_glucose; aerobic_glucose_acetate; aerobic_glucose_lactose; anaerobic_glucose,b3752,0.0,1,1,1,1
RBK_L1,L-ribulokinase (L-ribulose),Other metabolism,b0063,4,aerobic_glucose; aerobic_glucose_acetate; aerobic_glucose_lactose; anaerobic_glucose,b0063,0.0,1,1,1,1
RMI,L-rhamnose isomerase,Sugar catabolism,b3903,4,aerobic_glucose; aerobic_glucose_acetate; aerobic_glucose_lactose; anaerobic_glucose,b3903,0.0,1,1,1,1
RMK,Rhamnulokinase,Other metabolism,b3904,4,aerobic_glucose; aerobic_glucose_acetate; aerobic_glucose_lactose; anaerobic_glucose,b3904,0.0,1,1,1,1
RMNtpp,L-rhamnose transport via proton symport (periplasm),Transport / Ion channels,b3907,4,aerobic_glucose; aerobic_glucose_acetate; aerobic_glucose_lactose; anaerobic_glucose,b3907,0.0,1,1,1,1
RMPA,Rhamnulose-1-phosphate aldolase,Inorganic ion metabolism,b3902,4,aerobic_glucose; aerobic_glucose_acetate; aerobic_glucose_lactose; anaerobic_glucose,b3902,0.0,1,1,1,1
RPNTPH,RPnTP hydrolase,Other metabolism,b4095,4,aerobic_glucose; aerobic_glucose_acetate; aerobic_glucose_lactose; anaerobic_glucose,b4095,0.0,1,1,1,1
RU5PP,Ribulose-5-Phosphate Phosphatase,Inorganic ion metabolism,b2293,4,aerobic_glucose; aerobic_glucose_acetate; aerobic_glucose_lactose; anaerobic_glucose,b2293,0.0,1,1,1,1
SADH,Succinylarginine dihydrolase,Amino acid biosynthesis,b1745,4,aerobic_glucose; aerobic_glucose_acetate; aerobic_glucose_lactose; anaerobic_glucose,b1745,0.0,1,1,1,1
SBTPD,Sorbitol-6-phosphate dehydrogenase,Sugar catabolism,b2705,4,aerobic_glucose; aerobic_glucose_acetate; aerobic_glucose_lactose; anaerobic_glucose,b2705,0.0,1,1,1,1
SERD_D,D-serine deaminase,Amino acid biosynthesis,b2366,4,aerobic_glucose; aerobic_glucose_acetate; aerobic_glucose_lactose; anaerobic_glucose,b2366,0.0,1,1,1,1
SERtpp,L-serine export via facilitated transport,Transport / Ion channels,b1533,4,aerobic_glucose; aerobic_glucose_acetate; aerobic_glucose_lactose; anaerobic_glucose,b1533,0.0,1,1,1,1
SGDS,Succinylglutamate desuccinylase,Other metabolism,b1744,4,aerobic_glucose; aerobic_glucose_acetate; aerobic_glucose_lactose; anaerobic_glucose,b1744,0.0,1,1,1,1
SGSAD,Succinylglutamic semialdehyde dehydrogenase,Other metabolism,b1746,4,aerobic_glucose; aerobic_glucose_acetate; aerobic_glucose_lactose; anaerobic_glucose,b1746,0.0,1,1,1,1
SHGO,S-2-hydroxyglutarate oxidase,Oxidative phosphorylation,b2660,4,aerobic_glucose; aerobic_glucose_acetate; aerobic_glucose_lactose; anaerobic_glucose,b2660,0.0,1,1,1,1
SKMt2pp,Shikimate transport in via proton symport (periplasm),Transport / Ion channels,b1981,4,aerobic_glucose; aerobic_glucose_acetate; aerobic_glucose_lactose; anaerobic_glucose,b1981,0.0,1,1,1,1
SOTA,Succinylornithine transaminase,Other metabolism,b1748,4,aerobic_glucose; aerobic_glucose_acetate; aerobic_glucose_lactose; anaerobic_glucose,b1748,0.0,1,1,1,1
SPODMpp,Superoxide dismutase,Oxidative stress response,b1646,4,aerobic_glucose; aerobic_glucose_acetate; aerobic_glucose_lactose; anaerobic_glucose,b1646,0.0,1,1,1,1
SQVOSI,Sulfoquinovose isomerase,Other metabolism,b3880,4,aerobic_glucose; aerobic_glucose_acetate; aerobic_glucose_lactose; anaerobic_glucose,b3880,0.0,1,1,1,1
SUCTARTtpp,Succinate:D-tartrate antiporter (periplasm),Transport / Ion channels,b4123,4,aerobic_glucose; aerobic_glucose_acetate; aerobic_glucose_lactose; anaerobic_glucose,b4123,0.0,1,1,1,1
TARTt2_3pp,D-tartrate transport via proton symport (3 H) (periplasm),Transport / Ion channels,b4123,4,aerobic_glucose; aerobic_glucose_acetate; aerobic_glucose_lactose; anaerobic_glucose,b4123,0.0,1,1,1,1
TAUDO,Taurine dioxygenase,Other metabolism,b0368,4,aerobic_glucose; aerobic_glucose_acetate; aerobic_glucose_lactose; anaerobic_glucose,b0368,0.0,1,1,1,1
THMDt2pp_copy2,Thymidine transport in via proton symport (periplasm),Transport / Ion channels,b2406,4,aerobic_glucose; aerobic_glucose_acetate; aerobic_glucose_lactose; anaerobic_glucose,b2406,0.0,1,1,1,1
TMDPP,Thymidine phosphorylase,Other metabolism,b4382,4,aerobic_glucose; aerobic_glucose_acetate; aerobic_glucose_lactose; anaerobic_glucose,b4382,0.0,1,1,1,1
TPRDCOAS,Triphosphoribosyl-dephospho-CoA synthase,Transport / Ion channels,b0613,4,aerobic_glucose; aerobic_glucose_acetate; aerobic_glucose_lactose; anaerobic_glucose,b0613,0.0,1,1,1,1
TRE6PH,Trehalose-6-phosphate hydrolase,Inorganic ion metabolism,b4239,4,aerobic_glucose; aerobic_glucose_acetate; aerobic_glucose_lactose; anaerobic_glucose,b4239,0.0,1,1,1,1
TRE6PP,Trehalose-phosphatase,Other metabolism,b1897,4,aerobic_glucose; aerobic_glucose_acetate; aerobic_glucose_lactose; anaerobic_glucose,b1897,0.0,1,1,1,1
TRE6PS,"Alpha,alpha-trehalose-phosphate synthase (UDP-forming)",Inorganic ion metabolism,b1896,4,aerobic_glucose; aerobic_glucose_acetate; aerobic_glucose_lactose; anaerobic_glucose,b1896,0.0,1,1,1,1
TREH,"Alpha,alpha-trehalase",Other metabolism,b3519,4,aerobic_glucose; aerobic_glucose_acetate; aerobic_glucose_lactose; anaerobic_glucose,b3519,0.0,1,1,1,1
TREHpp,"Alpha,alpha-trehalase (periplasm)",Other metabolism,b1197,4,aerobic_glucose; aerobic_glucose_acetate; aerobic_glucose_lactose; anaerobic_glucose,b1197,0.0,1,1,1,1
TRPAS2,Tryptophanase (L-tryptophan),Amino acid biosynthesis,b3708,4,aerobic_glucose; aerobic_glucose_acetate; aerobic_glucose_lactose; anaerobic_glucose,b3708,-0.03935,1,1,1,1
TTDCAtexi,Tetradecanoate transport via facilitated irreversible diffusion (extracellular to periplasm),Transport / Ion channels,b2344,4,aerobic_glucose; aerobic_glucose_acetate; aerobic_glucose_lactose; anaerobic_glucose,b2344,0.0,1,1,1,1
TTDCEAtexi,Tetradecenoate transport via facilitated irreversible diffusion (extracellular to periplasm),Transport / Ion channels,b2344,4,aerobic_glucose; aerobic_glucose_acetate; aerobic_glucose_lactose; anaerobic_glucose,b2344,0.0,1,1,1,1
TYROXDApp,Tyramine:oxygen oxidoreductase(deaminating)(flavin-containing) (periplasm),Oxidative phosphorylation,b1386,4,aerobic_glucose; aerobic_glucose_acetate; aerobic_glucose_lactose; anaerobic_glucose,b1386,0.0,1,1,1,1
UDPG4E,UDPglucose 4-epimerase,Other metabolism,b0759,4,aerobic_glucose; aerobic_glucose_acetate; aerobic_glucose_lactose; anaerobic_glucose,b0759,0.0,1,1,1,1
UDPGDC,UDP-glucuronate C-4'' decarboxylase,Amino acid catabolism,b2255,4,aerobic_glucose; aerobic_glucose_acetate; aerobic_glucose_lactose; anaerobic_glucose,b2255,0.0,1,1,1,1
UDPKAAT,UDP-4''-ketopentose:UDP-4-amino-4-deoxy-L-arabinose aminotransferase,Amino acid biosynthesis,b2253,4,aerobic_glucose; aerobic_glucose_acetate; aerobic_glucose_lactose; anaerobic_glucose,b2253,0.0,1,1,1,1
UGLT,UDPglucose--hexose-1-phosphate uridylyltransferase,Inorganic ion metabolism,b0758,4,aerobic_glucose; aerobic_glucose_acetate; aerobic_glucose_lactose; anaerobic_glucose,b0758,0.0,1,1,1,1
ULA4NFT,UDP-L-Ara4N formyltransferase,Other metabolism,b2255,4,aerobic_glucose; aerobic_glucose_acetate; aerobic_glucose_lactose; anaerobic_glucose,b2255,0.0,1,1,1,1
UPLA4FNF,Undecaprenyl phosphate-L-Ara4FN formylase,Inorganic ion metabolism,b2256,4,aerobic_glucose; aerobic_glucose_acetate; aerobic_glucose_lactose; anaerobic_glucose,b2256,0.0,1,1,1,1
UPLA4FNT,Undecaprenyl phosphate-L-Ara4FN transferase,Inorganic ion metabolism,b2254,4,aerobic_glucose; aerobic_glucose_acetate; aerobic_glucose_lactose; anaerobic_glucose,b2254,0.0,1,1,1,1
URACPAH,Peroxyureidoacrylate hydrolase,Other metabolism,b1011,4,aerobic_glucose; aerobic_glucose_acetate; aerobic_glucose_lactose; anaerobic_glucose,b1011,0.0,1,1,1,1
URIt2pp_copy2,Uridine transport in via proton symport (periplasm),Transport / Ion channels,b2406,4,aerobic_glucose; aerobic_glucose_acetate; aerobic_glucose_lactose; anaerobic_glucose,b2406,0.0,1,1,1,1
WCOS,Tungsten pterin cofactor synthase,Other metabolism,b0827,4,aerobic_glucose; aerobic_glucose_acetate; aerobic_glucose_lactose; anaerobic_glucose,b0827,0.0,1,1,1,1
XTSNt2rpp,Xanthosine transport via proton symport (periplasm),Transport / Ion channels,b2406,4,aerobic_glucose; aerobic_glucose_acetate; aerobic_glucose_lactose; anaerobic_glucose,b2406,0.0,1,1,1,1
XYLI1,Xylose isomerase,Sugar catabolism,b3565,4,aerobic_glucose; aerobic_glucose_acetate; aerobic_glucose_lactose; anaerobic_glucose,b3565,0.0,1,1,1,1
XYLI2,Xylose isomerase,Sugar catabolism,b3565,4,aerobic_glucose; aerobic_glucose_acetate; aerobic_glucose_lactose; anaerobic_glucose,b3565,0.0,1,1,1,1
XYLt2pp,D-xylose transport in via proton symport (periplasm),Transport / Ion channels,b4031,4,aerobic_glucose; aerobic_glucose_acetate; aerobic_glucose_lactose; anaerobic_glucose,b4031,0.0,1,1,1,1
YUMPS,YUMP synthetase,Other metabolism,b2165,4,aerobic_glucose; aerobic_glucose_acetate; aerobic_glucose_lactose; anaerobic_glucose,b2165,0.0,1,1,1,1
ACS,Acetyl-CoA synthetase,Glyoxylate / Acetate,b4069,3,aerobic_glucose; aerobic_glucose_acetate; aerobic_glucose_lactose,b4069,0.0,1,0,1,1
ASPT,L-aspartase,Amino acid catabolism,b4139,3,aerobic_glucose; aerobic_glucose_acetate; aerobic_glucose_lactose,b4139,0.0,1,0,1,1
CADVtpp,Lysine/Cadaverine antiporter (periplasm),Transport / Ion channels,b4132,3,aerobic_glucose; aerobic_glucose_acetate; aerobic_glucose_lactose,b4132,0.0,1,0,1,1
ACOAD1f,Acyl-CoA dehydrogenase (butanoyl-CoA),Fatty acid metabolism,b0221,1,anaerobic_glucose,b0221,0.0,0,1,0,0
ACOAD2f,Acyl-CoA dehydrogenase (hexanoyl-CoA),Fatty acid metabolism,b0221,1,anaerobic_glucose,b0221,-0.05607,0,1,0,0
ACOAD3f,Acyl-CoA dehydrogenase (octanoyl-CoA),Fatty acid metabolism,b0221,1,anaerobic_glucose,b0221,-0.05607,0,1,0,0
ACOAD4f,Acyl-CoA dehydrogenase (decanoyl-CoA),Fatty acid metabolism,b0221,1,anaerobic_glucose,b0221,-0.05607,0,1,0,0
ACOAD5f,Acyl-CoA dehydrogenase (dodecanoyl-CoA),Fatty acid metabolism,b0221,1,anaerobic_glucose,b0221,-0.05607,0,1,0,0
ACOAD6f,Acyl-CoA dehydrogenase (tetradecanoyl-CoA),Fatty acid metabolism,b0221,1,anaerobic_glucose,b0221,-0.0438,0,1,0,0
ACOAD7f,Acyl-CoA dehydrogenase (hexadecanoyl-CoA),Fatty acid metabolism,b0221,1,anaerobic_glucose,b0221,-0.02011,0,1,0,0
ACOAD8f,Acyl-CoA dehydrogenase (octadecanoyl-CoA),Fatty acid metabolism,b0221,1,anaerobic_glucose,b0221,0.0,0,1,0,0
BETALDHx,Betaine-aldehyde dehydrogenase,Other metabolism,b0312,1,anaerobic_glucose,b0312,0.0,0,1,0,0
BETALDHy,Betaine-aldehyde dehydrogenase,Other metabolism,b0312,1,anaerobic_glucose,b0312,0.0,0,1,0,0
CTECOAI6,3-cis-2-trans-enoyl-CoA isomerase,Fatty acid metabolism,b3846,1,anaerobic_glucose,b3846,0.0,0,1,0,0
CTECOAI7,3-cis-2-trans-enoyl-CoA isomerase,Fatty acid metabolism,b3846,1,anaerobic_glucose,b3846,-0.0237,0,1,0,0
CTECOAI8,3-cis-2-trans-enoyl-CoA isomerase,Fatty acid metabolism,b3846,1,anaerobic_glucose,b3846,0.0,0,1,0,0
HEMEOS,Heme O synthase,Cofactor biosynthesis,b0428,1,anaerobic_glucose,b0428,0.0,0,1,0,0
MDH,Malate dehydrogenase,TCA cycle,b3236,1,anaerobic_glucose,b3236,0.11172,0,1,0,0
MDH2,Malate dehydrogenase (ubiquinone 8 as acceptor),Cofactor biosynthesis,b2210,1,anaerobic_glucose,b2210,0.0,0,1,0,0
MDH3,Malate dehydrogenase (menaquinone 8 as acceptor),Cofactor biosynthesis,b2210,1,anaerobic_glucose,b2210,0.0,0,1,0,0
NODOx,Nitric oxide dioxygenase,Other metabolism,b2552,1,anaerobic_glucose,b2552,0.0,0,1,0,0
NODOy,Nitric oxide dioxygenase,Other metabolism,b2552,1,anaerobic_glucose,b2552,0.0,0,1,0,0
PETNT161pp,Phosphoethanolamine transferase (c-C16:1),Other metabolism,b3546,1,anaerobic_glucose,b3546,0.0,0,1,0,0
PETNT181pp,Phosphoethanolamine transferase (c-C16:1),Other metabolism,b3546,1,anaerobic_glucose,b3546,0.0,0,1,0,0
